Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020.07.28,1491,22,3408,428,8530,1859,4423,596,583,6117,3563,26,160,7638,2845,839,340,719,3812,121,3458,8551,6421,1620,1540,1245,51,321,759,409,15825,626,32487,1860,100,3125,509,303,7161,1024,1565,123,999,6363,286,56,2095,1559,108,906,26
2020.07.29,1538,22,3454,434,8779,1864,4425,597,584,6333,3642,26,173,7654,2866,854,349,724,3883,121,3478,8580,6422,1629,1563,1252,54,324,780,411,15798,632,32492,1888,102,3159,523,311,7175,1024,1615,129,1020,6601,292,56,2125,1575,111,911,26
2020.07.30,1565,23,3626,442,8967,1864,4431,597,584,6586,3671,26,177,7670,2875,865,357,731,3925,122,3488,8580,6443,1634,1611,1268,55,328,801,415,15809,635,32516,1922,103,3185,536,316,7198,1025,1667,129,1033,6863,300,57,2141,1588,112,919,26
2020.07.31,1580,23,3694,453,9124,1867,4432,598,584,6843,3752,26,188,7692,2886,872,358,735,3949,123,3493,8609,6450,1640,1663,1278,60,332,830,415,15819,642,32522,1942,103,3209,541,322,7209,1026,1712,130,1060,7023,304,57,2174,1603,116,934,26
2020.08.01,1603,24,3747,458,9280,1869,4432,600,584,7022,3825,26,197,7700,2899,874,358,740,3949,123,3506,8626,6457,1646,1693,1289,61,332,832,416,15830,651,32527,1979,103,3223,549,325,7221,1027,1751,134,1067,7286,310,57,2215,1619,116,947,26
2020.08.02,1627,24,3765,464,9362,1869,4432,600,584,7084,3840,26,197,7714,2908,878,361,742,4007,123,3515,8638,6457,1654,1703,1290,61,332,832,417,15836,654,32543,1983,105,3246,550,326,7225,1029,1777,135,1073,7317,311,57,2218,1628,117,948,26
2020.08.03,1633,25,3779,475,9390,1870,4437,600,586,7157,3842,26,200,7723,2917,884,367,744,4024,124,3523,8648,6467,1656,1711,1293,64,328,847,417,15846,655,32552,2043,105,3265,551,328,7227,1030,1793,135,1092,7509,314,57,2218,1638,117,949,27
2020.08.04,1666,25,3845,490,9551,1872,4437,601,587,7402,3921,27,210,7742,2928,888,368,751,4051,123,3530,8657,6471,1660,1753,1306,64,332,862,418,15857,658,32558,2061,107,3281,566,333,7251,1032,1847,136,1117,7742,321,57,2244,1656,124,961,27
2020.08.05,1695,25,3932,508,9690,1878,4437,606,587,7627,3984,27,217,7770,2933,900,372,752,4096,124,3536,8659,6478,1670,1804,1314,65,340,890,418,15842,667,32587,2085,108,3305,583,338,7258,1034,1894,137,1144,8101,327,57,2274,1677,124,970,27
2020.08.06,1714,25,4002,515,9847,1882,4437,606,587,7747,4026,29,223,7791,2948,912,378,760,4146,124,3551,8691,6506,1677,1825,1319,65,340,900,419,15849,669,32589,2126,109,3330,593,339,7287,1034,1942,141,1186,8976,330,58,2299,1685,124,978,27
2020.08.07,1735,25,4081,521,10022,1883,4441,606,589,7927,4117,31,229,7822,2962,915,380,764,4207,124,3565,8709,6524,1681,1848,1343,70,345,920,419,15849,675,32593,2160,110,3356,600,348,7301,1036,1962,144,1206,9256,335,58,2317,1702,127,990,28
2020.08.08,1755,26,4137,535,10208,1886,4441,606,590,8109,4186,31,235,7840,2974,927,380,772,4207,125,3577,8721,6520,1689,1874,1347,75,345,949,419,15869,681,32601,2184,112,3374,603,355,7315,1037,2007,146,1215,9448,335,58,2322,1711,131,996,28
2020.08.09,1768,26,4150,544,10291,1887,4441,606,591,8186,4199,31,237,7845,2981,931,381,773,4263,125,3585,8735,6519,1698,1896,1354,75,345,957,419,15874,685,32607,2192,112,3397,603,356,7316,1037,2031,146,1223,9561,336,58,2326,1722,139,998,28
2020.08.10,1797,26,4154,555,10325,1894,4444,606,591,8277,4229,34,239,7846,2997,934,387,775,4287,125,3591,8741,6526,1701,1912,1361,75,348,963,419,15878,690,32614,2199,113,3422,605,357,7319,1038,2048,146,1233,9652,345,58,2327,1733,141,998,28
2020.08.11,1847,26,4199,566,10437,1896,4444,608,593,8553,4351,34,246,7866,3010,946,393,783,4313,126,3604,8751,6533,1707,1944,1366,77,351,981,419,15890,693,32620,2248,118,3446,618,368,7348,1041,2098,146,1271,9632,349,58,2344,1741,147,1006,29
2020.08.12,1882,27,4347,572,10676,1896,4450,608,593,8765,4456,38,246,7881,3025,953,397,790,4356,126,3612,8769,6539,1724,1989,1374,80,356,996,420,15885,695,32630,2280,120,3465,627,375,7384,1042,2144,147,1289,9958,351,58,2352,1755,153,1011,29
2020.08.13,1890,27,4383,582,10770,1899,4450,608,594,8913,4538,40,251,7905,3040,960,403,796,4402,126,3620,8790,6555,1731,2011,1376,81,360,1030,422,15893,697,32638,2287,120,3494,638,383,7400,1042,2184,148,1313,10188,353,58,2363,1765,153,1018,30
2020.08.14,1893,27,4423,587,11016,1901,4453,608,594,9141,4573,40,265,7932,3056,970,404,804,4430,126,3631,8810,6566,1739,2043,1385,81,361,1045,423,15903,703,32660,2313,121,3521,644,385,7439,1045,2204,150,1326,10473,360,58,2370,1780,157,1025,30
2020.08.15,1896,28,4492,600,11124,1903,4453,608,597,9345,4669,40,269,7937,3068,975,406,810,4430,127,3636,8826,6586,1705,2080,1398,82,361,1069,423,15910,711,32666,2343,121,3540,657,386,7456,1045,2260,152,1345,10687,363,58,2381,1791,160,1038,30
2020.08.16,1898,28,4506,599,11152,1905,4453,608,597,9452,4702,40,269,7955,3080,975,406,810,4507,127,3639,8838,6592,1752,2084,1403,82,361,1072,423,15912,714,32673,2347,125,3560,661,388,7459,1052,2269,153,1366,10817,363,58,2381,1802,160,1039,30
2020.08.17,1925,28,4506,603,11185,1910,4456,610,597,9539,4727,40,273,7967,3103,987,407,818,4526,127,3641,8842,6592,1758,2095,1435,82,362,1077,423,15916,718,32679,2348,126,3575,665,388,7459,1054,2288,153,1387,10856,364,58,2385,1809,160,1039,30
2020.08.18,1936,29,4529,619,11347,1912,4456,611,599,9758,4794,41,282,7994,3108,1002,411,830,4554,127,3650,8848,6608,1767,2127,1446,84,369,1102,424,15925,723,32690,2396,128,3598,679,397,7481,1059,2343,154,1426,11076,369,58,2396,1816,162,1039,30
2020.08.19,1944,29,4634,631,11516,1914,4457,611,600,9932,4849,42,289,8017,3124,1010,415,842,4609,127,3661,8280,6618,1784,2163,1455,84,371,1134,427,15926,729,32698,2431,130,3621,699,408,7514,1059,2360,155,1452,11335,377,58,2410,1828,166,1060,34
2020.08.20,1974,29,4684,641,11648,1919,4458,611,601,10049,4904,45,296,8044,3141,1016,419,856,4637,128,3669,8285,6634,1791,2190,1463,89,373,1172,428,15932,734,32695,2465,130,3645,709,412,7527,1062,2401,157,1488,11564,381,58,2427,1836,167,1067,34
2020.08.21,1996,30,4688,663,11806,1925,4460,612,602,10168,4998,46,305,8066,3149,1029,426,864,4687,129,3674,8289,6634,1799,2214,1466,89,376,1185,428,15941,739,32698,2494,132,3675,715,414,7544,1064,2459,159,1549,11817,383,58,2436,1840,171,1068,37
2020.08.22,2011,31,4756,674,11991,1927,4460,613,604,10274,5092,47,306,8083,3164,1033,426,872,4687,130,3685,8296,6655,1807,2237,1472,90,376,1197,429,15943,743,32705,2521,135,3701,725,417,7562,1065,2493,160,1563,11976,385,58,2443,1845,177,1081,37
2020.08.23,2013,32,4771,687,12020,1931,4460,614,604,10325,5132,47,307,8089,3176,1037,426,872,4746,131,3691,8296,6659,1813,2240,1474,90,378,1197,429,15946,745,32717,2531,136,3730,726,417,7564,1066,2504,161,1567,12072,385,58,2467,1849,179,1081,37
2020.08.24,2024,32,4771,696,12071,1939,4460,614,604,10397,5156,49,314,8097,3190,1047,429,884,4764,131,3694,8305,6663,1817,2248,1474,91,383,1200,429,15946,749,32721,2535,137,3753,730,420,7566,1067,2511,161,1588,12150,390,58,2471,1856,179,1081,37
2020.08.25,2037,36,4792,711,12220,1947,4463,614,604,10580,5262,49,326,8126,3201,1059,430,895,4797,131,3707,8309,6684,1825,2315,1492,97,383,1230,429,15953,752,32752,2570,138,3778,744,428,7590,1068,2529,161,1628,12321,397,58,2494,1862,187,1094,37
2020.08.26,2045,37,4896,732,12366,1950,4463,614,605,10733,5311,51,337,8163,3204,1071,442,902,4851,132,3717,8314,6690,1840,2373,1503,98,386,1250,429,15914,755,32755,2606,138,3801,763,433,7619,1069,2573,162,1648,12496,401,58,2515,1877,190,1100,37
2020.08.27,2076,37,4929,739,12535,1955,4465,614,605,10868,5393,55,343,8186,3220,1091,446,910,4874,132,3722,8319,6706,1855,2399,1510,98,391,1271,431,15921,764,32760,2630,139,3824,778,438,7627,1071,2628,162,1673,12716,403,58,2527,1886,198,1111,37
2020.08.28,2107,37,4978,756,12643,1960,4465,615,605,10957,5471,59,353,8206,3229,1108,447,918,4904,132,3727,8322,6712,1859,2413,1522,100,392,1287,432,15930,767,32768,2652,139,3849,786,447,7647,1073,2655,165,1701,12886,407,58,2550,1894,201,1113,37
2020.08.29,2152,37,5007,772,12799,1963,4465,615,605,11105,5576,62,358,8217,3241,1100,451,921,4904,132,3746,8327,6712,1863,2427,1551,104,392,1302,432,15933,769,32772,2683,141,3868,797,454,7661,1075,2698,167,1725,13016,407,58,2568,1899,215,1119,37
2020.08.30,2162,37,5030,784,12826,1963,4465,615,606,11119,5604,63,359,8228,3250,1113,451,929,4931,132,3752,8331,6748,1865,2441,1556,104,392,1302,432,15937,770,32785,2692,142,3889,799,458,7663,1077,2709,167,1747,13092,407,58,2569,1904,214,1122,37
2020.08.31,2182,37,5029,797,12861,1965,4465,617,607,11187,5633,70,361,8235,3263,1120,453,933,4950,132,3755,8333,6753,1866,2473,1570,104,397,1305,432,15945,779,32791,2702,143,3913,800,459,7663,1078,2720,167,1754,13137,407,58,2580,1912,215,1122,37
2020.09.01,2200,39,5044,814,13011,1968,4466,620,607,11374,5733,74,367,8273,3270,1125,456,948,4984,132,3761,8338,6767,1871,2493,1585,105,399,1313,432,15950,787,32800,2741,145,3938,808,464,7682,1080,2757,167,1781,13266,409,58,2612,1918,224,1130,37
2020.09.02,2217,39,5065,841,13163,1976,4467,622,608,11501,5795,75,372,8300,3280,1133,461,966,5004,133,3766,8341,6781,1882,2526,1602,109,399,1336,432,15964,790,32806,2779,148,3963,821,468,7708,1082,2794,169,1797,13461,410,58,2641,1924,233,1142,41
2020.09.03,2233,40,5130,861,13343,1979,4468,622,609,11650,5868,79,372,8324,3286,1136,471,976,5021,133,3778,8344,6791,1889,2536,1610,111,404,1363,432,15971,791,32810,2803,150,3985,835,470,7727,1085,2807,169,1815,13648,414,58,2652,1930,240,1146,41
2020.09.04,2266,40,5171,873,13505,1981,4468,622,611,11750,5931,81,382,8362,3300,1158,481,987,5035,134,3789,8351,6798,1899,2558,1631,114,404,1375,432,15978,794,32816,2839,150,4000,846,475,7737,1086,2846,170,1837,13772,419,58,2662,1932,245,1153,42
2020.09.05,2275,42,5207,882,13611,1987,4468,623,611,11811,5977,84,384,8385,3311,1164,481,993,5035,134,3796,8352,6806,1903,2569,1692,116,404,1388,432,15985,800,32821,2889,155,4020,850,480,7752,1087,2877,173,1862,13914,420,58,2677,1942,246,1168,42
2020.09.06,2276,42,5221,894,13630,1987,4468,624,611,11849,6037,85,385,8390,3325,1167,482,996,5093,134,3799,8355,6806,1909,2584,1710,117,404,1389,433,15989,803,32821,2890,156,4040,853,481,7752,1088,2887,173,1865,13992,422,58,2678,1948,249,1168,42
2020.09.07,2276,42,5219,908,13681,1992,4468,626,611,11871,6044,86,385,8398,3336,1170,487,996,5105,134,3804,8360,6810,1912,2585,1713,118,404,1393,433,15991,807,32836,2897,156,4057,853,482,7773,1089,2907,173,1869,14039,423,58,2684,1952,248,1168,42
2020.09.08,2277,42,5221,917,13759,2002,4474,627,611,11915,6070,88,389,8405,3351,1185,486,997,5118,134,3807,8365,6811,1914,2585,1716,119,407,1393,433,15996,807,32850,2909,156,4074,854,486,7781,1091,2912,173,1896,14141,424,58,2686,1954,252,1168,42
2020.09.09,2285,42,5251,928,13874,2005,4474,628,615,12110,6128,91,420,8433,3364,1204,500,1013,5140,134,3816,8367,6886,1921,2623,1728,122,421,1412,433,16008,813,32854,2958,157,4095,863,494,7795,1092,2942,173,1931,14269,427,58,2697,1958,255,1183,42
2020.09.10,2301,42,5273,940,13992,2008,4478,628,616,12326,6204,94,407,8461,3376,1207,504,1035,5161,134,3824,8369,6894,1936,2656,1739,123,430,1429,434,16014,816,32854,2990,160,4115,876,497,7808,1093,2975,177,1988,14283,430,58,2708,1965,258,1193,42
2020.09.11,2333,43,5288,953,14122,2014,4480,630,616,12502,6246,96,412,8505,3388,1216,517,1044,5202,134,3828,8375,6900,1949,2670,1746,131,437,1439,434,16023,818,32854,3023,164,4138,888,499,7831,1093,3028,177,2025,14560,431,58,2711,1972,264,1197,42
2020.09.12,2350,44,5315,969,14251,2015,4480,630,616,12600,6287,97,415,8527,3392,1218,527,1057,5202,135,3836,8377,6911,1958,2685,1754,133,437,1449,435,16027,821,32858,3047,167,4160,899,505,7831,1096,3040,183,2064,14666,433,58,2722,1978,266,1209,42
2020.09.13,2351,44,5322,981,14278,2016,4480,630,616,12608,6333,99,415,8541,3410,1220,529,1060,5235,136,3838,8382,6911,1971,2697,1758,135,434,1452,436,16031,823,32858,3052,168,4178,905,509,7832,1096,3064,184,2078,14743,433,58,2724,1983,267,1210,42
2020.09.14,2355,44,5322,992,14324,2019,4485,631,616,12642,6353,99,419,8546,3424,1224,543,1065,5252,136,3839,8387,6921,1974,2706,1766,138,435,1456,436,16034,823,32865,3060,170,4195,905,509,7859,1098,3077,184,2097,14790,436,58,2743,1990,278,1210,42
2020.09.15,2387,44,5344,1150,14473,2022,4485,632,616,12787,6397,100,423,8564,3436,1234,558,1074,5278,137,3849,8389,6932,1979,2734,1785,140,436,1482,438,16043,830,32873,3111,172,4207,912,519,7865,1100,3098,184,2127,14931,436,58,2839,1999,283,1220,42
2020.09.16,2392,44,5371,1157,14581,2025,4487,634,617,12939,6419,103,429,8599,3444,1248,587,1082,5296,138,3855,8391,6943,1985,2756,1794,141,439,1494,438,16054,832,32877,3149,177,4218,924,521,7887,1105,3132,192,2151,15067,437,58,2884,2007,293,1228,50
2020.09.17,2401,44,5409,1166,14686,2030,4488,634,619,13086,6474,107,434,8624,3459,1250,587,1093,5313,138,3861,8395,6955,1994,2780,1811,143,442,1506,438,16057,836,32904,3180,182,4241,930,521,7898,1105,3158,193,2164,15154,437,58,2920,2013,297,1231,49
2020.09.18,2428,45,5451,1173,14827,2035,4492,634,619,13225,6536,120,438,8647,3471,1264,597,1101,5342,138,3869,8400,6954,2002,2792,1839,146,442,1524,438,16061,841,32919,3207,184,4266,939,521,7924,1107,3177,195,2196,15264,437,58,2949,2021,300,1238,49
2020.09.19,2437,45,5467,1181,14906,2042,4492,635,619,13287,6599,120,441,8672,3481,1265,597,1108,5342,139,3876,8410,6969,2015,2809,1854,156,442,1528,438,16064,847,32915,3235,192,4273,943,525,7945,1111,3188,200,2216,15356,440,58,2990,2026,311,1241,49
2020.09.20,2437,45,5477,1181,14911,2044,4492,635,620,13296,6602,120,443,8686,3488,1265,597,1111,5368,139,3879,8414,6969,2017,2810,1855,157,442,1531,438,16067,849,32921,3243,192,4286,946,526,7966,1115,3199,202,2218,15392,440,58,3015,2034,314,1242,49
2020.09.21,2439,45,5478,1197,14942,2049,4495,636,621,13317,6604,120,447,8693,3499,1284,602,1112,5377,140,3883,8414,6981,2021,2810,1867,160,452,1531,438,16069,851,32993,3247,193,4302,948,529,7989,1117,3212,202,2233,15443,441,58,3021,2040,315,1244,49
2020.09.22,2457,45,5498,1209,15078,2053,4496,638,621,13416,6673,120,451,8722,3514,1293,615,1119,5388,140,3895,8416,6997,2031,2846,1896,163,461,1546,438,16076,854,33097,3286,196,4320,962,532,8007,1118,3243,202,2261,15548,443,58,3060,2051,320,1251,49
2020.09.23,2488,45,5525,1229,15193,2062,4497,640,621,13618,6769,122,454,8744,3531,1298,622,1124,5407,140,3902,8419,7013,2037,2870,1967,165,462,1556,438,16082,857,33098,3316,203,4342,970,538,8042,1118,3262,202,2275,15670,444,58,3089,2057,322,1259,50
2020.09.24,2506,46,5559,1246,15288,2066,4499,642,621,13795,6816,124,457,8774,3544,1303,622,1137,5423,140,3909,8422,7019,2040,2874,1980,165,462,1564,438,16091,859,33103,3356,211,4360,981,539,8059,1119,3279,210,2310,15813,444,58,3113,2063,328,1265,50
2020.09.25,2491,52,5587,1266,15396,2073,4501,643,623,13915,6874,127,458,8807,3557,1312,636,1149,5444,140,3917,8425,7027,2046,2894,2020,170,468,1573,438,16097,865,33117,3409,219,4384,993,542,8070,1120,3297,216,2352,15914,448,58,3136,2070,335,1274,50
2020.09.26,2501,52,5622,1285,15463,2077,4501,646,624,14022,6914,131,460,8832,3581,1314,636,1154,5444,140,3925,8432,7044,2056,2911,2083,171,469,1582,439,16103,870,33120,3440,227,4396,1004,542,8088,1121,3323,218,2374,16017,448,58,3144,2074,337,1281,50
2020.09.27,2501,56,5623,1308,15483,2080,4501,646,624,14032,6946,132,460,8845,3593,1316,636,1157,5465,140,3935,8435,7044,2060,2919,2082,173,470,1585,439,16106,870,33127,3441,231,4413,1006,543,8091,1121,3326,218,2377,16059,453,58,3159,2081,339,1281,50
2020.09.28,2501,56,5624,1329,15494,2089,4503,648,624,14037,6961,132,460,8858,3613,1324,645,1162,5480,140,3938,8439,7051,2067,2921,2086,174,472,1585,439,16107,873,33136,3445,234,4432,1007,547,8093,1123,3337,218,2389,16119,453,58,3172,2088,342,1283,50
2020.09.29,2517,56,5632,1350,15684,2092,4505,651,626,14143,6994,134,464,8881,3632,1341,653,1170,5490,141,3946,8440,7072,2072,2957,2095,177,478,1593,439,16117,875,33144,3494,239,4453,1018,555,8106,1124,3359,223,2420,16189,457,58,3187,2093,350,1300,50
2020.09.30,2540,56,5650,1369,15784,2095,4508,652,627,14317,7021,136,469,8916,3645,1358,680,1174,5511,141,3949,8448,7083,2089,2969,2098,180,478,1600,439,16122,877,33158,3532,246,4471,1031,559,8133,1125,3378,223,2454,16299,459,58,3208,2100,355,1327,50
2020.10.01,2548,58,5674,1384,15918,2099,4511,654,628,14444,7063,139,472,8940,3663,1366,680,1191,5519,141,3949,8453,7102,2102,2979,2103,181,493,1603,441,16140,882,33166,3579,256,4491,1035,560,8148,1127,3400,236,2501,16412,459,58,3228,2110,359,1348,53
2020.10.02,2550,58,5693,1391,15985,2105,4513,658,629,14554,7106,142,474,8992,3681,1377,700,1197,5545,141,3950,8457,7110,2112,2999,2175,186,493,1609,442,16131,887,33204,3608,264,4502,1044,563,8167,1129,3409,237,2515,16562,474,58,3250,2117,361,1353,53
2020.10.03,2558,59,5705,1407,16048,2111,4513,660,629,14628,7133,153,480,9023,3705,1381,701,1205,5545,142,3957,8459,7124,2126,3011,2193,186,497,1620,442,16135,890,33207,3629,271,4517,1051,571,8185,1131,3442,248,2560,16632,476,58,3270,2123,363,1372,53
2020.10.04,2558,59,5706,1425,16068,2118,4513,661,631,14671,7162,156,482,9040,3720,1387,701,1209,5577,142,3958,8462,7124,2133,3013,2202,187,501,1623,443,16136,892,33221,3634,274,4530,1051,572,8200,1133,3453,248,2577,16677,478,58,3273,2127,364,1377,53
2020.10.05,2559,59,5707,1447,16094,2124,4517,663,631,14712,7192,157,487,9054,3733,1398,708,1214,5586,142,3961,8470,7139,2136,3013,2204,190,503,1623,443,16138,894,33234,3637,277,4546,1055,572,8212,1137,3456,248,2597,16792,482,58,3276,2135,367,1381,53
2020.10.06,2580,59,5713,1469,16177,2129,4521,663,631,14767,7229,160,492,9085,3748,1413,708,1218,5592,142,3967,8473,7161,2140,3027,2225,192,507,1629,446,16147,894,33241,3670,280,4569,1066,581,8228,1137,3471,248,2621,16884,488,58,3291,2146,370,1399,53
2020.10.07,2601,60,5733,1482,16266,2138,4522,666,631,14904,7259,163,500,9127,3766,1419,725,1223,5604,142,3973,8478,7169,2154,3051,2254,193,507,1636,446,16152,896,33253,3693,304,4595,1075,583,8251,1139,3502,258,2642,17002,496,58,3303,2151,375,1415,53
2020.10.08,2637,61,5743,1503,16332,2147,4527,668,634,15068,7294,164,503,9159,3789,1433,749,1234,5609,142,3979,8481,7193,2160,3074,2284,197,514,1649,448,16161,899,33261,3722,310,4622,1085,594,8272,1143,3514,272,2705,17108,501,58,3328,2158,376,1424,54
2020.10.09,2653,61,5746,1530,16413,2151,4530,670,634,15186,7348,166,506,9191,3814,1454,773,1242,5635,143,3990,8486,7200,2174,3080,2409,206,514,1657,450,16164,902,33291,3747,321,4639,1091,597,8293,1146,3530,277,2732,17189,505,58,3344,2165,382,1440,54
2020.10.10,2664,61,5759,1552,16500,2154,4530,671,636,15186,7393,168,507,9221,3831,1459,775,1249,5635,143,3995,8490,7219,2184,3096,2436,209,519,1659,455,16171,907,33296,3765,336,4664,1095,599,8326,1148,3551,286,2758,17266,510,58,3354,2168,387,1458,54
2020.10.11,2664,61,5759,1569,16513,2159,4530,675,637,15364,7416,169,507,9230,3852,1462,776,1252,5655,143,3999,8497,7219,2194,3101,2437,210,519,1661,456,16174,911,33299,3770,337,4681,1098,599,8332,1154,3552,286,2767,17297,517,58,3358,2171,385,1465,54
2020.10.12,2665,61,5759,1586,16524,2165,4532,676,637,15412,7429,169,510,9243,3875,1481,789,1255,5669,143,4003,8502,7225,2197,3101,2437,212,522,1664,456,16175,915,33312,3773,345,4709,1104,599,8350,1159,3559,288,2774,17327,522,58,3361,2183,388,1474,54
2020.10.13,2665,61,5767,1611,16565,2171,4533,677,637,15531,7454,173,512,9273,3904,1491,801,1269,5679,143,4012,8510,7255,2204,3115,2437,217,527,1674,456,16182,918,33320,3816,357,4731,1119,605,8364,1166,3576,288,2797,17427,522,58,3372,2187,390,1508,57
2020.10.14,2706,65,5772,1634,16665,2180,4537,678,638,15595,7470,183,516,9320,3924,1505,840,1276,5695,143,4022,8517,7268,2233,3140,2542,225,530,1691,458,16191,921,33330,3856,365,4750,1132,608,8393,1168,3593,291,2828,17528,527,58,3381,2196,393,1536,57
2020.10.15,2756,65,5789,1645,16754,2193,4540,682,638,15736,7492,184,517,9373,3959,1516,840,1296,5707,144,4028,8525,7302,2252,3152,2474,230,535,1698,463,16197,922,33353,3874,370,4775,1143,611,8416,1170,3607,304,2864,17623,529,58,3388,2200,395,1553,57
2020.10.16,2786,66,5806,1665,16842,2210,4542,683,641,15830,7556,185,523,9425,4001,1524,861,1300,5727,145,4032,8538,7317,2265,3160,2492,235,547,1707,465,16202,928,33362,3910,388,4801,1154,617,8438,1172,3615,307,2871,17711,537,58,3408,2205,398,1574,57
2020.10.17,2788,67,5824,1684,16913,2219,4542,686,641,15917,7607,186,529,9452,4025,1528,861,1312,5727,146,4036,8548,7340,2270,3171,2595,239,547,1707,466,16204,929,33376,3929,399,4835,1162,619,8447,1174,3637,315,2903,17780,540,58,3422,2211,401,1574,57
2020.10.18,2788,67,5827,1704,16908,2243,4542,688,641,15967,7638,187,528,9474,4055,1532,861,1318,5750,146,4037,8557,7340,2287,3171,2609,241,548,1710,466,16211,934,33389,3934,404,4862,1171,620,8470,1176,3650,323,2909,17788,543,58,3433,2221,402,1574,57
2020.10.19,2789,67,5830,1714,16925,2277,4554,692,641,16021,7657,187,531,9496,4075,1548,874,1326,5766,146,4041,8562,7363,2292,3171,2617,241,554,1712,468,16214,935,33405,3939,408,4891,1173,627,8480,1177,3661,323,2922,17811,546,58,3457,2231,402,1600,57
